instance family sat vbs lad supplementallad vf2 glasgow1 glasgow2 glasgow3 glasgow4
g15-g112 11 0 070 078 070 549 532 3148 6085 11880
g15-g51 11 1 6 181 032 1e8 6 11 26 82
g15-g52 11 0 0 000 000 0 0 3 4 13
g15-g53 11 0 0 000 000 0 0 2 7 32
g15-g54 11 0 000 000 001 1 1 12 29 66
g15-g55 11 0 000 000 000 1 1 3 10 29
g15-g56 11 0 000 000 000 1 1 13 43 101
g15-g57 11 0 0 000 000 0 1 3 5 7
g15-g61 11 0 000 000 001 1 1 3 7 18
g15-g62 11 0 000 000 000 3 2 14 32 106
g15-g63 11 0 5 091 011 12 5 31 103 418
g15-g64 11 0 149020 4656246 4385808 1e8 149020 188331 246188 353464
g15-g65 11 0 000 000 001 3 2 11 46 175
g15-g67 11 0 000 000 000 1 2 5 12 33
g15-g68 11 0 026 823 026 37296 33 73 273 4269
g15-g69 11 0 000 000 000 3 3 7 17 41
g15-g70 11 0 000 001 000 4 2 6 10 20
g15-g71 11 0 000 000 000 3 2 7 17 43
g15-g72 11 0 000 000 000 2 3 6 10 19
g15-g74 11 0 000 013 000 4 4 23 30 304
g15-g75 11 0 010 213 010 17 18 67 570 32910
g15-g76 11 0 048 776 048 140 65 201 16470 2734095
g15-g77 11 0 128 1155 184 442 128 564 111621 41058475
g15-g78 11 0 001 001 001 5 6 52 145 456
g15-g79 11 0 000 000 002 5 5 14 30 84
g15-g80 11 0 000 000 000 7 7 15 23 35
g15-g81 11 0 002 002 003 19 10 32 156 652
g15-g83 11 0 001 001 002 9 12 26 71 297
g15-g84 11 0 122 1877 123 195 122 313 23301 2759059
g15-g85 11 0 000 000 001 10 10 22 36 54
g15-g87 11 0 002 002 002 12 16 98 171 507
g15-g88 11 0 000 000 002 12 15 51 123 399
g15-g89 11 0 001 001 002 10 11 24 41 70
g15-g90 11 0 002 002 005 17 19 45 99 292
g15-g91 11 0 002 003 002 21 26 137 250 613
g15-g92 11 0 003 006 003 28 32 238 275 614
g15-g94 11 0 002 002 005 32 31 71 138 322
g15-g95 11 0 002 002 004 45 34 73 113 162
g15-g96 11 0 000 000 003 48 34 73 114 167
g15-g97 11 0 003 003 005 48 44 73 115 167
g15-g98 11 0 003 003 004 54 34 75 121 192
g15-g99 11 0 001 001 007 68 34 75 121 192
g16-g100 11 0 000 003 000 24 35 74 115 158
g16-g101 11 0 003 003 007 41 42 97 184 436
g16-g102 11 0 007 008 007 188 45 112 245 838
g16-g103 11 0 013 6633 013 303 190 170 479 2404
g16-g104 11 0 178 348 178 77627499 211 831 1807 3125
g16-g105 11 0 178 350 178 78334916 215 841 1825 3150
g16-g106 11 0 1842 3864 1842 1e8 2907 1969 4519 8949
g16-g107 11 0 511 1167 511 1e8 882 2114 2862 5099
g16-g108 11 0 706 1479 706 1e8 1601 2783 3957 6983
g16-g109 11 0 019 022 019 215 221 862 1005 2141
g16-g110 11 0 039 22936 039 93244 685 890 3797 23432
g16-g111 11 0 2018 4183 2018 1e8 3068 2987 6469 11740
g16-g112 11 0 050 057 050 684 536 4289 12611 23554
g16-g51 11 0 001 001 001 1e8 1 6 19 76
g16-g52 11 0 0 000 000 2 0 3 6 15
g16-g53 11 0 6 086 013 1768772 19 6 15 43
g16-g54 11 0 000 043 000 92 3 14 25 54
g16-g55 11 0 000 003 000 8 2 7 25 46
g16-g56 11 0 000 037 000 222 3 15 27 62
g16-g57 11 0 0 000 000 0 1 2 3 6
g16-g61 11 0 000 000 001 1 1 4 7 18
g16-g62 11 0 000 002 000 139 3 23 54 140
g16-g63 11 0 53 6229 2235 1e8 724 53 123 442
g16-g64 11 1 63582 1e8 63582 1e8 1e8 1e8 1e8 1e8
g16-g65 11 0 002 305 002 48 8 21 57 186
g16-g67 11 0 000 000 000 3 2 5 12 33
g16-g68 11 0 79477 10694772 394202 1e8 86277 79477 99695 128606
g16-g69 11 0 000 000 001 4 3 7 18 41
g16-g70 11 0 000 000 001 2 3 6 10 18
g16-g71 11 0 000 000 000 5 5 23 28 63
g16-g72 11 0 000 000 000 15 7 12 11 17
g16-g74 11 0 000 019 000 29228 5 22 45 351
g16-g75 11 0 005 317 005 55957894 28 77 578 32796
g16-g76 11 0 048 1570 048 1e8 104 206 16511 2739721
g16-g77 11 0 206 5599 206 1e8 223 565 111634 41154143
g16-g78 11 0 001 502 001 3690 18 125 219 529
g16-g79 11 0 001 008 001 11 6 41 102 233
g16-g80 11 0 000 000 001 7 7 15 24 33
g16-g81 11 0 006 1509 006 116 37 55 180 677
g16-g83 11 0 001 001 002 65 21 45 91 315
g16-g84 11 0 092 5931 092 1e8 193 317 23293 2765660
g16-g85 11 0 001 001 001 10 17 36 49 76
g16-g87 11 0 002 016 002 88 17 60 131 401
g16-g88 11 0 001 207 001 397 20 110 214 548
g16-g89 11 0 000 000 001 9 11 24 40 67
g16-g90 11 0 003 003 005 22 19 75 166 441
g16-g91 11 0 008 009 008 65 27 218 706 1618
g16-g92 11 0 010 010 012 87 33 282 524 1150
g16-g94 11 0 003 003 006 40 44 264 521 1041
g16-g95 11 0 001 001 003 45 47 123 114 161
g16-g96 11 0 001 003 001 49 50 176 117 169
g16-g97 11 0 005 005 005 47 47 74 115 165
g16-g98 11 0 003 006 003 62 48 432 213 328
g16-g99 11 0 002 002 003 62 48 288 213 327
g17-g100 11 0 002 002 003 31 35 75 115 156
g17-g101 11 0 121 5479 7258 1669095 2817 121 205 454
g17-g102 11 0 125 6310 7531 27139053 5952 125 256 843
g17-g103 11 0 140 8402 8025 1e8 18144 140 449 2357
g17-g104 11 1 17836 37330 46867 1e8 1383353 17836 19846 22889
g17-g105 11 1 20240 4089301 5205450 1e8 775406 20240 22064 25284
g17-g106 11 1 506 18155 25396 2365734 506 1380 2784 5946
g17-g107 11 1 1589 8592 11181 1e8 342925 1589 2605 4675
g17-g108 11 1 2353 78193 115435 5719779 171984 2353 3633 9341
g17-g109 11 0 184512 9623935 8822928 32056136 827404 188070 184512 197761
g17-g110 11 1 399 18456 24877 591 399 1323 3913 24184
g17-g111 11 1 864 11634 17762 2688808 864 2075 3933 7578
g17-g112 11 0 2998 647676 991020 1e8 4251 2998 5735 11619
g17-g51 11 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g17-g52 11 0 064 064 073 12313979 552 160 173 213
g17-g53 11 1 17 179 058 2592 292 17 27 60
g17-g54 11 1 075 075 089 1897 1132 98 125 178
g17-g55 11 0 154 13704 8720 13474033 1055 154 181 235
g17-g56 11 1 8 094 201 854 8 22 44 98
g17-g57 11 0 0 000 000 0 1 1 3 4
g17-g61 11 1 1 510 810 1 9 11 22 45
g17-g62 11 0 284010 576368 588870 1e8 4225626 284010 344903 355712
g17-g63 11 1 3 348 311 4 3 16 60 345
g17-g64 11 1 6 388 539 6 7 42 907 51119
g17-g65 11 0 222 178349 125351 1e8 3097 222 267 428
g17-g67 11 0 12 225 281 272363 109 12 17 35
g17-g68 11 1 4 439 545 5 4 25 197 4155
g17-g69 11 0 378 19512 24906 670088 683 378 419 483
g17-g70 11 0 7 009 012 1024 9 7 13 19
g17-g71 11 0 435 44660 37272 881372 906 435 477 545
g17-g72 11 0 000 000 001 144270 3 11 11 20
g17-g74 11 0 184 212 184 1e8 1e8 1e8 1e8 1e8
g17-g75 11 1 5 218 264 5 9 54 578 33033
g17-g76 11 1 13 806 836 26 13 179 16533 2737005
g17-g77 11 1 16 1371 1892 80 16 551 111636 41058882
g17-g78 11 1 5 346 453 5 11 46 131 440
g17-g79 11 1 13 152 139 513 13 35 75 179
g17-g80 11 0 000 001 000 19 10 15 26 34
g17-g81 11 0 163 307439 110347 1e8 4935 163 359 995
g17-g83 11 1 9 862 1184 9 14 44 117 383
g17-g84 11 1 17 1749 2195 45 17 292 23313 2756883
g17-g85 11 0 000 000 004 974 10 23 35 51
g17-g87 11 1 45 951 973 23555 45 81 192 535
g17-g88 11 1 25 670 952 1597 25 114 287 731
g17-g89 11 0 35 1105 1452 15183 203 35 51 76
g17-g90 11 1 26 1978 2342 26 26 71 158 413
g17-g91 11 0 160 14801 23258 9115123 160 161 574 1345
g17-g92 11 0 195 19221 28488 6837683 234 195 395 884
g17-g94 11 1 55 20495 36679 161937 55 181 379 827
g17-g95 11 0 144 144 184 164753 198 183 302 437
g17-g96 11 0 176 187 240 205546 176 417 490 722
g17-g97 11 0 116 116 149 97857 147 234 578 844
g17-g98 11 0 295 2286 3778 1611923 836 295 371 573
g17-g99 11 0 329 2473 3696 1905436 1130 329 489 750
g18-g100 11 0 002 002 006 25 35 75 115 156
g18-g101 11 0 222 6558 8558 69873 2640 222 319 456
g18-g102 11 0 129 7701 10044 567357 5494 129 260 851
g18-g103 11 0 145 9843 13046 16051823 16107 145 455 2363
g18-g104 11 0 8112747 15291094 18088256 1e8 57740168 8132296 8112747 8837596
g18-g105 11 0 8126274 15383047 17949237 1e8 57947264 8127195 8126274 8854211
g18-g106 11 1 451395 4819100 6596190 1e8 1e8 518145 451395 493644
g18-g107 11 0 41080917 1e8 1e8 1e8 1e8 41605593 41080917 44428733
g18-g108 11 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g18-g109 11 0 152243 3841686 5871342 1344949 536803 156341 152243 166143
g18-g110 11 1 521 19935 27841 1e8 521 1893 5453 27825
g18-g111 11 1 452951 5364699 7551577 1e8 1e8 517510 452951 496208
g18-g112 11 0 1377 6538 9299 1211732 1377 2634 4070 8527
g18-g51 11 0 2133341 2133341 2390074 1e8 1e8 1e8 1e8 1e8
g18-g52 11 0 001 001 002 250133 1 2 5 14
g18-g53 11 0 1573 71438 85581 5668506 21432 1609 1573 2092
g18-g54 11 0 4160377 18806550 20939431 1e8 36881659 4160377 4550668 5093391
g18-g55 11 0 118 12358 14329 702195 1333 118 153 216
g18-g56 11 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g18-g57 11 0 0 000 000 0 1 1 5 7
g18-g61 11 0 10 139 194 3409 10 41 103 203
g18-g62 11 0 15888 15888 17361 1e8 101800 59365 75558 51906
g18-g63 11 1 278 278 349 6000 35742 103888 98032 107455
g18-g64 11 1 4 711 947 7 4 41 915 51112
g18-g65 11 0 208 169544 223443 10198718 3014 208 261 433
g18-g67 11 0 11 277 427 11967 101 11 18 36
g18-g68 11 1 4 488 582 2368 4 30 204 4330
g18-g69 11 0 372 10371 13094 24943 682 372 407 692
g18-g70 11 0 004 004 006 16 5 7 12 18
g18-g71 11 0 383 13084 19294 31222 735 383 400 513
g18-g72 11 0 000 000 001 11998 4 8 11 17
g18-g74 11 0 152 152 163 1e8 1e8 1e8 1e8 1e8
g18-g75 11 1 10 240 294 1e8 10 56 582 32792
g18-g76 11 1 14 841 1450 1e8 14 182 16633 2734870
g18-g77 11 1 10 1557 1916 81 10 554 112020 41061770
g18-g78 11 1 522 653 557 1e8 1054 522 606 1100
g18-g79 11 1 13 044 048 44 13 42 96 218
g18-g80 11 0 000 000 000 4 7 15 23 31
g18-g81 11 0 167 171492 242634 10772662 4656 167 377 1038
g18-g83 11 1 9 937 1101 9 14 47 133 416
g18-g84 11 1 18 1936 2454 43 18 297 23326 2757831
g18-g85 11 0 000 000 000 9 10 22 35 56
g18-g87 11 1 1050 184085 221296 476022 6312 1050 1103 1733
g18-g88 11 1 801 3649 4354 623580 9104 801 1024 1763
g18-g89 11 0 37 1311 2370 1581 190 37 54 79
g18-g90 11 1 16 1613 2189 16 26 75 177 458
g18-g91 11 0 47 393 825 201434 47 92 212 543
g18-g92 11 0 58 537 763 131841 58 146 311 561
g18-g94 11 1 109 9368 14522 7180 109 357 802 1723
g18-g95 11 0 021 021 042 8653 60 126 207 168
g18-g96 11 0 075 075 087 8582 109 178 302 444
g18-g97 11 0 052 052 063 1644 85 127 121 173
g18-g98 11 0 368 784 856 74071 402 368 723 1110
g18-g99 11 0 377 719 950 96104 518 377 724 1112
g19-g100 11 0 003 003 005 31 51 76 116 197
g19-g101 11 0 005 005 010 445 44 101 186 437
g19-g102 11 0 150 554520 16030 881 1074 150 281 871
g19-g103 11 0 165 610943 20833 2555 2048 165 472 2383
g19-g104 11 0 1521 8454 15575 1e8 39118 1521 2553 4349
g19-g105 11 0 1537 8180 14190 1e8 39290 1537 2576 4385
g19-g106 11 0 12927 194763 306907 1e8 11878035 12927 15771 21316
g19-g107 11 0 2983 45030 83207 1e8 2138221 2983 5729 9050
g19-g108 11 0 3973 72738 158638 1e8 8850904 3973 7177 11149
g19-g109 11 0 023 023 032 88661 226 510 901 1852
g19-g110 11 0 4232219 28626831 27179593 1e8 16862720 4232219 4837507 5477135
g19-g111 11 0 14109 216807 339506 1e8 11941856 14109 17168 23106
g19-g112 11 0 140 140 200 1e8 2265 2022 3936 8215
g19-g51 11 0 147891 160687 147891 1e8 2310570 2477895 2646762 3147286
g19-g52 11 0 000 000 000 14971015 2 4 12 24
g19-g53 11 0 5 424 510 1e8 1737 5 14 32
g19-g54 11 0 273 2561 2870 1e8 840 273 408 474
g19-g55 11 0 21 526 639 1e8 47 21 52 90
g19-g56 11 0 746 8166 8671 1e8 1661 746 884 1007
g19-g57 11 0 0 000 000 0 1 2 3 5
g19-g61 11 0 000 000 001 13423 11 3 7 15
g19-g62 11 0 6 009 011 1e8 6 29 76 187
g19-g63 11 0 344760 779606 344760 1e8 657265 374590 437205 490861
g19-g64 11 1 5 671 680 1e8 5 47 936 51119
g19-g65 11 0 19 95662 14521 1e8 289 19 54 180
g19-g67 11 0 000 001 000 70 2 6 13 31
g19-g68 11 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g19-g69 11 0 003 004 003 209686 6 10 19 43
g19-g70 11 0 000 001 000 11 2 9 10 19
g19-g71 11 0 4 008 009 328830 4 10 20 45
g19-g72 11 0 000 000 001 580248 3 7 11 16
g19-g74 11 0 24 168 191 1e8 1e8 24 47 340
g19-g75 11 1 10 295 389 1e8 10 65 617 32819
g19-g76 11 1 15 1163 1326 26 15 206 16598 2737642
g19-g77 11 1 17 1978 2263 80 17 561 112081 41089278
g19-g78 11 0 179189 1690014 661650 1e8 401916 179189 196802 220427
g19-g79 11 0 14 015 030 15245 14 33 81 188
g19-g80 11 0 000 000 001 5 7 16 25 32
g19-g81 11 0 53 355818 51441 15959140 631 53 185 681
g19-g83 11 0 5284 136282 97589 331670 66403 5284 6293 7956
g19-g84 11 1 19 2732 3211 44 19 312 23390 2757330
g19-g85 11 0 001 001 001 12 10 22 35 52
g19-g87 11 0 255 1624 2274 1e8 432 255 460 921
g19-g88 11 0 4057 16435 25374 1e8 8481 4057 4749 5695
g19-g89 11 0 000 000 000 12 11 27 46 71
g19-g90 11 0 002 002 004 36595 19 46 100 290
g19-g91 11 0 015 015 018 19550278 95 80 187 485
g19-g92 11 0 018 018 021 7824588 109 96 201 473
g19-g94 11 0 064 064 137 35378 154 179 657 742
g19-g95 11 0 006 007 006 182351 61 74 115 162
g19-g96 11 0 010 011 010 98936 85 75 116 166
g19-g97 11 0 008 008 010 5105 48 76 116 173
g19-g98 11 0 026 026 052 3323518 76 78 124 192
g19-g99 11 0 023 023 035 4438534 76 78 124 192
g2-g100 11 0 48 1815 1933 48 67 76 114 157
g2-g101 11 1 41 302 402 41 49 100 188 445
g2-g102 11 1 42 306 438 51 42 102 234 831
g2-g103 11 1 56 322 479 56 71 117 432 2333
g2-g104 11 1 192 320 447 207 192 491 1148 1593
g2-g105 11 1 297 331 488 387 297 497 1172 1606
g2-g106 11 1 375 881 1149 462 375 1204 1845 4454
g2-g107 11 1 373 581 821 407 373 914 2155 3916
g2-g108 11 1 480 649 981 491 480 1372 2516 5722
g2-g109 11 1 330 1326 1829 330 332 530 909 1857
g2-g110 11 1 419 1601 2424 808 419 1143 3466 23156
g2-g111 11 1 613 957 1637 730 613 2327 4350 10889
g2-g112 11 1 533 1770 2522 591 533 1462 2897 6542
g2-g51 11 1 0 002 005 0 0 3 9 60
g2-g52 11 1 0 002 002 0 1 2 6 12
g2-g53 11 1 0 003 004 0 0 2 7 28
g2-g54 11 1 0 005 007 0 1 5 16 45
g2-g55 11 1 1 008 007 1 1 7 16 37
g2-g56 11 1 1 005 005 1 2 5 17 52
g2-g57 11 0 0 000 000 0 1 2 2 5
g2-g61 11 1 1 006 010 1 1 3 6 14
g2-g62 11 1 1 009 011 1 2 11 29 98
g2-g63 11 1 2 017 021 3 2 9 45 322
g2-g64 11 1 2 052 047 6 2 33 890 51167
g2-g65 11 1 2 021 030 5 2 9 44 196
g2-g67 11 1 2 017 037 2 2 5 12 30
g2-g68 11 1 2 029 039 5 2 17 176 4112
g2-g69 11 1 2 018 042 3 2 7 16 38
g2-g70 11 1 4 012 019 4 4 14 25 40
g2-g71 11 1 3 018 044 3 4 7 16 43
g2-g72 11 1 000 000 001 5 4 14 24 35
g2-g74 11 1 3 005 007 3 4 19 40 330
g2-g75 11 1 5 021 028 5 9 40 540 33191
g2-g76 11 1 9 084 125 25 9 158 16426 2736791
g2-g77 11 1 7 141 415 79 7 540 111735 41092067
g2-g78 11 1 5 050 064 5 10 25 80 335
g2-g79 11 1 4 042 045 4 8 25 52 132
g2-g80 11 0 15 026 017 40 15 36 75 84
g2-g81 11 1 13 087 113 19 13 32 155 651
g2-g83 11 1 9 067 092 9 16 27 72 296
g2-g84 11 1 14 169 295 43 14 273 23259 2758744
g2-g85 11 1 14 120 172 40 14 24 36 52
g2-g87 11 1 18 062 087 18 25 48 119 398
g2-g88 11 1 12 119 164 12 25 49 123 450
g2-g89 11 1 9 075 106 9 15 25 41 67
g2-g90 11 1 16 125 166 16 18 45 99 290
g2-g91 11 1 21 102 136 21 25 79 189 520
g2-g92 11 1 27 128 173 27 40 132 287 662
g2-g94 11 1 30 201 267 30 30 72 142 322
g2-g95 11 1 036 040 036 45 87 226 376 674
g2-g96 11 1 054 065 054 78 70 224 378 622
g2-g97 11 1 54 078 064 54 90 174 378 434
g2-g98 11 1 71 084 111 98 71 229 397 605
g2-g99 11 1 71 078 120 98 71 230 399 626
g20-g100 11 0 003 003 003 25 35 75 120 295
g20-g101 11 0 004 004 006 41 42 98 190 585
g20-g102 11 0 008 008 010 49 42 102 241 979
g20-g103 11 0 010 010 016 83 71 120 465 2488
g20-g104 11 0 006 006 011 282 148 208 368 890
g20-g105 11 0 009 009 014 209 101 210 371 894
g20-g106 11 0 015 015 032 462 180 410 810 2473
g20-g107 11 0 014 014 033 411 180 399 715 1710
g20-g108 11 0 021 021 036 489 208 463 822 1974
g20-g109 11 0 017 017 023 214 221 502 904 2027
g20-g110 11 0 045 112 045 608 271 715 2391 20838
g20-g111 11 0 024 026 024 729 403 647 1166 2948
g20-g112 11 0 034 040 034 542 390 888 1809 4765
g20-g51 11 0 0 000 000 1750 0 2 12 199
g20-g52 11 0 0 000 000 1 0 2 8 136
g20-g53 11 0 000 000 001 1 1 2 12 226
g20-g54 11 0 000 000 000 1 1 3 16 182
g20-g55 11 0 000 000 001 2 1 3 16 174
g20-g56 11 0 000 000 001 2 1 4 16 258
g20-g57 11 0 000 000 000 1 1 2 9 214
g20-g61 11 0 000 000 000 2 2 3 12 234
g20-g62 11 0 000 000 000 2 2 6 22 222
g20-g63 11 0 000 000 002 5 2 10 49 445
g20-g64 11 0 1548539 1e8 1e8 1548539 1e8 1e8 1e8 1e8
g20-g65 11 0 001 001 002 3 2 9 50 311
g20-g67 11 0 000 000 000 2 4 6 18 167
g20-g68 11 0 022 1499 022 30374 53 160 420 4589
g20-g69 11 0 000 000 000 4 2 7 22 187
g20-g70 11 0 000 001 000 4 2 6 16 152
g20-g71 11 0 000 000 001 3 2 7 22 176
g20-g72 11 0 000 000 000 3 5 8 16 173
g20-g74 11 0 001 001 003 6 3 12 34 454
g20-g75 11 0 005 631 005 18 41 215 564 33112
g20-g76 11 0 055 1943 055 125 129 341 16493 2741193
g20-g77 11 0 178 3099 178 421 260 653 111904 41124902
g20-g78 11 0 001 002 001 8 4 15 57 431
g20-g79 11 0 000 000 002 8 6 14 36 234
g20-g80 11 0 000 000 000 7 12 15 29 207
g20-g81 11 0 002 002 006 19 16 32 172 802
g20-g83 11 0 002 002 004 16 10 27 76 424
g20-g84 11 0 080 5959 080 191 244 462 23454 2758506
g20-g85 11 0 000 002 000 10 17 22 40 182
g20-g87 11 0 001 001 002 12 11 28 75 407
g20-g88 11 0 002 002 003 12 10 29 79 424
g20-g89 11 0 001 001 002 17 18 25 61 323
g20-g90 11 0 004 006 004 17 31 44 103 429
g20-g91 11 0 002 002 004 29 19 46 116 469
g20-g92 11 0 003 003 003 29 23 55 124 443
g20-g94 11 0 004 004 007 35 31 71 143 457
g20-g95 11 0 003 004 003 46 34 74 119 298
g20-g96 11 0 003 003 005 47 57 74 121 304
g20-g97 11 0 000 001 000 67 36 78 124 307
g20-g98 11 0 000 000 005 79 35 75 127 333
g20-g99 11 0 004 005 004 55 35 75 127 334
g21-g100 11 0 003 003 004 27 35 77 187 5163
g21-g101 11 0 009 009 013 43 48 98 260 7221
g21-g102 11 0 009 009 017 49 42 103 311 5982
g21-g103 11 0 008 008 016 58 43 117 504 8015
g21-g104 11 0 009 009 013 205 158 209 437 6101
g21-g105 11 0 009 009 012 211 100 220 452 6230
g21-g106 11 0 018 018 030 529 279 411 895 8640
g21-g107 11 0 022 022 026 437 180 399 789 7270
g21-g108 11 0 017 017 027 500 209 465 903 7537
g21-g109 11 0 014 014 026 273 328 503 983 7575
g21-g110 11 0 030 030 051 593 266 707 2451 26294
g21-g111 11 0 023 023 034 730 291 645 1243 8476
g21-g112 11 0 032 032 051 627 390 888 1886 10450
g21-g51 11 0 0 000 003 1 0 4 77 5059
g21-g52 11 0 0 000 002 1 0 4 74 4785
g21-g53 11 0 000 000 004 1 1 3 78 4801
g21-g54 11 0 001 001 001 2 1 4 93 5816
g21-g55 11 0 000 000 002 2 1 4 93 5807
g21-g56 11 0 000 000 002 1 1 5 94 5783
g21-g57 11 0 000 000 002 2 1 3 86 5751
g21-g61 11 0 000 000 001 1 2 5 77 5652
g21-g62 11 0 001 001 002 3 2 8 88 5569
g21-g63 11 0 000 000 002 5 2 11 126 5706
g21-g64 11 0 8 092 024 19913 8 44 985 56383
g21-g65 11 0 000 000 004 4 2 10 127 5470
g21-g67 11 0 000 000 003 2 2 7 107 5329
g21-g68 11 0 001 001 007 5 3 19 258 9390
g21-g69 11 0 000 000 003 4 3 8 98 5563
g21-g70 11 0 000 000 002 3 2 7 92 5297
g21-g71 11 0 001 001 002 6 3 11 100 5348
g21-g72 11 0 001 001 002 3 3 8 95 5840
g21-g74 11 0 000 000 003 6 6 13 113 6126
g21-g75 11 0 002 002 007 15 6 30 635 38499
g21-g76 11 0 089 3822 089 158 204 333 16583 2740039
g21-g77 11 0 194 7770 194 516 210 675 112022 41097162
g21-g78 11 0 002 002 002 5 4 16 136 6102
g21-g79 11 0 000 000 002 6 6 17 117 5984
g21-g80 11 0 000 000 001 5 7 17 109 5853
g21-g81 11 0 002 002 006 31 10 33 239 6474
g21-g83 11 0 003 003 003 10 10 28 145 5081
g21-g84 11 0 128 20922 128 260 213 491 23617 2767624
g21-g85 11 0 002 002 004 11 17 23 108 5016
g21-g87 11 0 001 001 003 13 17 29 144 5085
g21-g88 11 0 002 002 006 13 11 30 147 5080
g21-g89 11 0 000 000 007 10 11 26 113 4858
g21-g90 11 0 001 001 006 31 18 46 168 5083
g21-g91 11 0 002 002 006 31 19 47 182 5119
g21-g92 11 0 003 003 005 27 39 56 194 7656
g21-g94 11 0 001 001 008 32 31 72 210 5316
g21-g95 11 0 000 000 006 47 57 75 186 5941
g21-g96 11 0 004 004 007 49 35 75 187 5353
g21-g97 11 0 004 004 007 49 35 75 188 5166
g21-g98 11 0 004 004 006 56 35 76 194 5193
g21-g99 11 0 002 002 009 57 36 77 211 5473
g22-g100 11 0 000 000 001 40 37 75 115 159
g22-g101 11 0 006 012 006 112 53 103 191 457
g22-g102 11 0 013 016 013 156 47 120 255 849
g22-g103 11 0 014 6313 014 2817 210 174 487 2411
g22-g104 11 0 293 621 293 1e8 686 1321 2534 4506
g22-g105 11 0 324 651 324 1e8 690 1334 2557 4543
g22-g106 11 0 1802 3278 1802 1e8 5559 2627 4097 8545
g22-g107 11 0 751 1510 751 1e8 1603 2261 5831 9308
g22-g108 11 0 1078 1897 1078 1e8 5069 3516 4784 8760
g22-g109 11 0 018 018 029 534 225 507 901 1845
g22-g110 11 0 047 26681 047 19038 854 1498 3846 23562
g22-g111 11 0 2070 3342 2070 1e8 7054 3961 5813 10944
g22-g112 11 0 071 085 071 1336 2011 8868 15945 44241
g22-g51 11 0 1 007 006 1e8 1 6 20 81
g22-g52 11 0 000 000 000 7 1 5 7 22
g22-g53 11 0 4 035 010 116 4 7 21 92
g22-g54 11 0 000 008 000 140 5 14 27 92
g22-g55 11 0 000 005 000 45 5 13 27 67
g22-g56 11 0 001 025 001 108 3 15 28 66
g22-g57 11 0 0 000 000 0 1 2 3 6
g22-g61 11 0 000 000 000 5 2 3 8 17
g22-g62 11 0 001 004 001 169 6 33 45 126
g22-g63 11 0 47 447 063 1e8 52 47 114 438
g22-g64 11 0 132580 7536357 9563564 1e8 132580 150720 182364 271438
g22-g65 11 0 001 319 001 450 17 23 63 292
g22-g67 11 0 000 001 000 14 2 7 14 34
g22-g68 11 0 453 1e8 26355 1e8 453 524 793 5131
g22-g69 11 0 000 000 000 26 3 60 47 94
g22-g70 11 0 000 000 000 3 4 8 11 19
g22-g71 11 0 000 000 002 40 3 79 76 155
g22-g72 11 0 000 000 000 10 3 7 12 19
g22-g74 11 0 001 020 001 2465 7 23 45 341
g22-g75 11 0 005 308 005 782377 31 70 573 32701
g22-g76 11 0 048 927 048 56788814 110 208 16641 2735868
g22-g77 11 0 209 1873 209 1e8 229 567 112044 41068674
g22-g78 11 0 003 1020 003 663 21 159 177 477
g22-g79 11 0 000 017 000 64 10 30 60 145
g22-g80 11 0 000 000 000 7 7 15 23 34
g22-g81 11 0 003 1445 003 1050 41 97 185 724
g22-g83 11 0 003 004 003 574 15 53 101 329
g22-g84 11 0 077 2533 077 64771994 246 318 23301 2759515
g22-g85 11 0 002 002 002 15 10 22 35 54
g22-g87 11 0 002 026 002 220 19 97 202 573
g22-g88 11 0 003 108 003 383 21 115 226 578
g22-g89 11 0 000 000 002 9 11 24 40 68
g22-g90 11 0 002 002 002 61 21 59 115 313
g22-g91 11 0 010 013 010 290 86 435 787 1829
g22-g92 11 0 012 017 012 134 95 519 536 1524
g22-g94 11 0 003 003 011 224 63 373 687 1449
g22-g95 11 0 004 004 004 64 152 124 116 180
g22-g96 11 0 004 005 004 57 85 225 205 169
g22-g97 11 0 001 001 005 54 221 124 202 166
g22-g98 11 0 004 004 005 97 168 391 312 485
g22-g99 11 0 002 002 004 135 168 391 314 484
g23-g100 11 0 003 004 003 25 36 76 117 180
g23-g101 11 0 005 007 005 41 43 105 278 457
g23-g102 11 0 008 008 015 52 57 104 237 1069
g23-g103 11 0 011 011 015 78 60 119 435 2372
g23-g104 11 0 012 012 012 208 131 353 633 1191
g23-g105 11 0 010 010 019 215 226 357 639 1231
g23-g106 11 0 018 018 026 64950610 182 415 820 2332
g23-g107 11 0 014 014 020 2487396 250 664 1204 2372
g23-g108 11 0 015 015 017 3342662 297 774 1401 2781
g23-g109 11 0 018 018 021 212 361 550 919 1938
g23-g110 11 0 033 033 048 656 436 741 2432 20850
g23-g111 11 0 020 020 032 74249091 406 1083 1986 4234
g23-g112 11 0 028 028 032 699 392 900 1828 4637
g23-g51 11 0 1 002 004 1e8 1 4 16 121
g23-g52 11 0 0 000 000 0 1 3 8 25
g23-g53 11 0 0 000 000 2 0 2 9 40
g23-g54 11 0 000 000 000 3 3 7 21 85
g23-g55 11 0 000 000 001 2 2 6 18 54
